datetime,ADX_14,DMP_14,DMN_14,signal
2022-09-01 00:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 01:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 02:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 03:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 04:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 05:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 06:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 07:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 08:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 09:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 10:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 11:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 12:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 13:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 14:00:00,17.64210812363354,12.796027979379764,34.552955738452845,0
2022-09-01 15:00:00,17.64210812363354,11.30424728219104,30.858168453097992,0
2022-09-01 16:00:00,17.64210812363354,9.612791865620547,31.409059304931088,0
2022-09-01 17:00:00,17.64210812363354,14.08338520662574,26.38194979791566,0
2022-09-01 18:00:00,17.64210812363354,12.447218713576039,23.316972049500368,0
2022-09-01 19:00:00,17.64210812363354,11.68268443257535,21.884794719673696,0
2022-09-01 20:00:00,17.64210812363354,19.72046856276063,19.164251195244482,0
2022-09-01 21:00:00,17.64210812363354,21.43333561702108,18.02257110783181,0
2022-09-01 22:00:00,17.64210812363354,21.09791245086354,17.027622177017957,0
2022-09-01 23:00:00,17.64210812363354,20.118248860284716,16.822389578222,0
2022-09-02 00:00:00,17.64210812363354,19.22029635551153,16.473092705220196,0
2022-09-02 01:00:00,17.64210812363354,18.370872208240996,17.742822758418377,0
2022-09-02 02:00:00,17.64210812363354,17.174199662700342,19.393241834403014,0
2022-09-02 03:00:00,17.64210812363354,24.90860253935594,17.029436166538844,0
2022-09-02 04:00:00,18.037379446751135,24.203947538972166,15.685498492278398,0
2022-09-02 05:00:00,17.409590343209423,23.052284182840012,18.136930052768967,0
2022-09-02 06:00:00,16.571770258293544,22.162864360839173,18.500042805740904,0
2022-09-02 07:00:00,15.45399633291203,21.107067807462858,19.079492193792788,0
2022-09-02 08:00:00,14.723380065058768,21.347882658733944,18.28523725917138,0
2022-09-02 09:00:00,14.548461869948326,22.289480153913928,17.220095592816254,0
2022-09-02 10:00:00,13.851487260091602,20.578746390367606,17.94058866585165,0
2022-09-02 11:00:00,12.744824539357696,19.26090232439384,19.804957410616687,0
2022-09-02 12:00:00,14.187329315110434,29.746770724691636,16.276963518215776,0
2022-09-02 13:00:00,15.698567455321395,28.942459251254018,14.985727497687447,0
2022-09-02 14:00:00,16.397561617302433,25.525878010373866,15.661526204974244,0
2022-09-02 15:00:00,17.028954668758583,24.098587448343576,14.78580516100995,0
2022-09-02 16:00:00,15.741651411091329,20.964445981551965,21.578564317694408,0
2022-09-02 17:00:00,16.819082652034158,17.708531766027157,32.12681080986261,0
2022-09-02 18:00:00,17.8437366447394,15.442334053872818,28.360612715052117,0
2022-09-02 19:00:00,18.776747095738536,14.199947476385528,26.078908120165472,0
2022-09-02 20:00:00,19.627644855985615,13.522693131865243,24.83509691212408,0
2022-09-02 21:00:00,19.903840614666915,14.846030435990551,23.782032192031398,0
2022-09-02 22:00:00,20.455883640855408,13.999773132400437,24.336102069258445,0
2022-09-02 23:00:00,20.961326531051114,13.545506412087844,23.546440610630295,0
2022-09-03 00:00:00,20.739798581904658,15.348603452313107,22.128936619765117,0
2022-09-03 01:00:00,20.536544862098427,14.804891465473402,21.345036759848604,0
2022-09-03 02:00:00,20.65190480101323,14.281603658757968,22.360210681712015,0
2022-09-03 03:00:00,20.97820053543328,13.74586670879787,22.88374327029969,0
2022-09-03 04:00:00,21.278341504934712,13.412060775325992,22.3280322740055,0
2022-09-03 05:00:00,21.14556657328519,14.69087094709766,21.81517147620181,0
2022-09-03 06:00:00,21.838060477206472,13.711485921801433,25.675751583437606,0
2022-09-03 07:00:00,23.00449308741967,12.521594553065546,27.51011824855778,0
2022-09-03 08:00:00,24.080152624306507,11.886521417251247,26.114853692698443,0
2022-09-03 09:00:00,25.431916652734692,11.164314748703134,27.519340990972406,-1
2022-09-03 10:00:00,25.916604515882668,13.562656112519589,26.31334425970631,-1
2022-09-03 11:00:00,26.54709755765254,12.894357650641435,26.4486274636629,-1
2022-09-03 12:00:00,27.000794850494962,12.830207310815117,25.30033591788899,-1
2022-09-03 13:00:00,26.79334037268162,14.655989308799468,24.003590291790054,-1
2022-09-03 14:00:00,26.987003293961465,13.856553425233482,25.415396100712506,-1
2022-09-03 15:00:00,27.38610272535925,13.11343416638692,25.704954545114504,-1
2022-09-03 16:00:00,27.72817957656371,12.68537911899871,24.66071108377259,-1
2022-09-03 17:00:00,28.21713266177934,12.039090288376695,24.681340032898945,-1
2022-09-03 18:00:00,28.829963554571425,11.293418569952236,24.34816136562492,-1
2022-09-03 19:00:00,30.17104084297818,9.977607415019532,27.860645771683142,-1
2022-09-03 20:00:00,31.41289112241789,9.494011539776352,26.510292644287524,-1
2022-09-03 21:00:00,32.09412350950918,10.795769241586896,25.676302335796464,-1
2022-09-03 22:00:00,31.811128621010873,13.653202960577223,24.37280685006886,-1
2022-09-03 23:00:00,31.059329348723555,14.809648680877041,22.887843934413308,-1
2022-09-04 00:00:00,30.224098851762797,14.632718170278702,21.728042905801928,-1
2022-09-04 01:00:00,29.631755272847723,13.957259665653275,21.84365689144827,-1
2022-09-04 02:00:00,29.08268878498824,13.518645899528583,21.1572092043947,-1
2022-09-04 03:00:00,29.021526875678155,12.705496373511972,22.703155847495086,-1
2022-09-04 04:00:00,28.96481962158747,12.135470048310921,21.684589069955077,-1
2022-09-04 05:00:00,28.912236831181577,11.67131525718102,20.855201673304247,-1
2022-09-04 06:00:00,29.822024379117597,10.646188795969614,25.779810534938704,-1
2022-09-04 07:00:00,31.27865398935314,9.60473130452534,28.86160643337655,-1
2022-09-04 08:00:00,32.85602207747129,8.326923747535378,27.264112875276666,-1
2022-09-04 09:00:00,32.631679564138665,13.557098112012563,25.03169763805829,-1
2022-09-04 10:00:00,32.423562926077885,13.013375018892695,24.02777246518175,-1
2022-09-04 11:00:00,31.1153772335129,16.06097359603754,21.38210794230677,-1
2022-09-04 12:00:00,29.038055466241378,19.780698688555255,18.93525323830633,1
2022-09-04 13:00:00,27.84782955806153,17.219669683321957,22.119409222570358,-1
2022-09-04 14:00:00,27.24850376382029,15.94091626336606,23.661282764779504,-1
2022-09-04 15:00:00,26.111063222074407,17.398966048913305,21.872126008511454,-1
2022-09-04 16:00:00,24.843199548570045,22.79697252507733,19.252450863987733,0
2022-09-04 17:00:00,24.0570181451826,23.49895340726431,17.77214642921764,0
2022-09-04 18:00:00,22.945867104598612,22.22564332602431,18.72342277164623,0
2022-09-04 19:00:00,22.287494661247965,23.099132520674228,17.512188339030775,0
2022-09-04 20:00:00,21.80735567748015,22.873771479152595,16.705424983642924,0
2022-09-04 21:00:00,20.887655552344754,21.350194194538425,17.83675838052234,0
2022-09-04 22:00:00,19.857288325368764,20.387577748880652,17.899610163398236,0
2022-09-04 23:00:00,20.338598846717066,26.91436370462611,15.611039795628168,0
2022-09-05 00:00:00,20.98045402960211,25.43579865636092,13.90640210502994,0
2022-09-05 01:00:00,20.694762870283622,23.078844813115495,16.375984612416993,0
2022-09-05 02:00:00,20.429556257442727,22.334506523553827,15.847826791910846,0
